description,requirements,benefits,fraudulent
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11085","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #431","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #667",None,"Daily payout, flexible hours",1
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #503",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2480","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3887","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #231",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4902","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9197","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10858","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14990","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14011","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14225","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6307","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5985","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2820","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4681","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9634","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7267","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6070","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1530","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14145","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12010","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12222","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14521","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5369","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4791","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #9578","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3623","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8618","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11042","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11217","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10061","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14385","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6195","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10452","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #932","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #6510","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11825","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11402","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5071","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4048","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4936","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #362",None,"Daily payout, flexible hours",1
